QR;FORMALIDAD;FMI;RELACIÓN DE TENECIA DEL XTF;LC_PREDIO;lc_estructura_novedad_numero_predial;lc_Novedad;JUSTIFICACION_NOVEDAD;CONTAR LC PREDIO;CONTAR LC ESTRUCTURA;CONDICIÓN DE LC PREDIO (22);NPN PROVISIONAL LC_PREDIO (18);CONDICION_LC_ESTRUCTURA_NOVEDAD (22);NPN PROVISIONAL LC_ESTRUCTURA (18);BUSCAR_LC_PREDIO;BUSCAR_LC_ESTRUCTURA;ESTADO_FMI;FMI_R2;CC VIGENTE
7316863019;Informal;32201;Posesion;73168000300000001A314200000000;73168000300000001A314200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863018;Informal;32201;Posesion;73168000300000001A313200000000;73168000300000001A313200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863017;Informal;32201;Posesion;73168000300000001A312200000000;73168000300000001A312200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863016;Informal;32201;Posesion;73168000300000001A311200000000;73168000300000001A311200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863015;Informal;32201;Posesion;73168000300000001A310200000000;73168000300000001A310200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863014;Informal;32201;Posesion;73168000300000001A309200000000;73168000300000001A309200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863012;Informal;32201;Posesion;73168000300000001A308200000000;73168000300000001A308200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862183;Informal;43148;Posesion;73168000300000001A368200000000;731680003000000010040000000000;Cambio_Numero_Predial;Cambio de número predial por cambio de condición de propiedad;1;1;2;A;0;0;NO ESTA;731680003000000010040000000000;ACTIVO;NO ESTA;731680003000000010040000000000
7316862182;Formal;54965;Dominio;73168000300000001A608000000000;731680003000000010025000000000;Desenglobe;Predio formal no inscrito en la base de datos catastral;1;8;0;A;0;0;NO ESTA;731680003000000010025000000000;ACTIVO;NO ESTA;731680003000000010025000000000
7316862170;Formal;48460;Dominio;731680003000000010126000000000;731680003000000010126000000000;Ninguna;;1;1;0;0;0;0;731680003000000010126000000000;731680003000000010126000000000;ACTIVO;48460;731680003000000010126000000000
7316862169;Formal;48458;Dominio;731680003000000010153000000000;731680003000000010153000000000;Ninguna;;1;1;0;0;0;0;731680003000000010153000000000;731680003000000010153000000000;ACTIVO;48458;731680003000000010153000000000
7316862165;Formal;45427;Dominio;731680003000000010066000000000;731680003000000010066000000000;Ninguna;;1;1;0;0;0;0;731680003000000010066000000000;731680003000000010066000000000;ACTIVO;45427;731680003000000010066000000000
7316862163;Formal;49623;Dominio;731680003000000010150000000000;731680003000000010150000000000;Ninguna;;1;1;0;0;0;0;731680003000000010150000000000;731680003000000010150000000000;ACTIVO;49623;731680003000000010150000000000
7316862161;Formal;44502;Dominio;731680003000000010082000000000;731680003000000010082000000000;Ninguna;;1;1;0;0;0;0;731680003000000010082000000000;731680003000000010082000000000;ACTIVO;44502;731680003000000010082000000000
7316862160;Formal;44508;Dominio;731680003000000010083000000000;731680003000000010083000000000;Ninguna;;1;1;0;0;0;0;731680003000000010083000000000;731680003000000010083000000000;ACTIVO;44508;731680003000000010083000000000
7316862018;Informal;32201;Posesion;73168000300000001A307200000000;73168000300000001A307200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863072;Informal;43871;Posesion;73168000300000001A040200000000;73168000300000001A040200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863074;Informal;43871;Posesion;73168000300000001A039200000000;73168000300000001A039200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863070;Informal;43871;Posesion;73168000300000001A038200000000;73168000300000001A038200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863069;Informal;43871;Posesion;73168000300000001A037200000000;73168000300000001A037200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863076;Informal;43871;Posesion;73168000300000001A036200000000;73168000300000001A036200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863073;Informal;43871;Posesion;73168000300000001A035200000000;73168000300000001A035200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316824508;Formal;43938;Dominio;731680003000000010065000000000;731680003000000010065000000000;Ninguna;;1;1;0;0;0;0;731680003000000010065000000000;731680003000000010065000000000;ACTIVO;43938;731680003000000010065000000000
7316824504;Formal;42884;Dominio;731680003000000010101000000000;731680003000000010101000000000;Ninguna;;1;1;0;0;0;0;731680003000000010101000000000;731680003000000010101000000000;ACTIVO;42884;731680003000000010101000000000
7316860027;Formal;44707;Dominio;731680003000000010098000000000;731680003000000010098000000000;Ninguna;;1;1;0;0;0;0;731680003000000010098000000000;731680003000000010098000000000;ACTIVO;44707;731680003000000010098000000000
7316862174;Formal;43810;Dominio;731680003000000010079000000000;731680003000000010079000000000;Ninguna;;1;1;0;0;0;0;731680003000000010079000000000;731680003000000010079000000000;ACTIVO;43810;731680003000000010079000000000
7316822921;Formal;43232;Dominio;731680003000000010078000000000;731680003000000010078000000000;Ninguna;;1;1;0;0;0;0;731680003000000010078000000000;731680003000000010078000000000;ACTIVO;43232;731680003000000010078000000000
7316822916;Formal;44462;Dominio;731680003000000010054000000000;731680003000000010054000000000;Ninguna;;1;1;0;0;0;0;731680003000000010054000000000;731680003000000010054000000000;ACTIVO;44462;731680003000000010054000000000
7316862054;Informal;44896;Posesion;73168000300000001A367200000000;73168000300000001A367200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010053000000000
7316862043;Informal;44896;Posesion;73168000300000001A366200000000;731680003000000010053500000001;Cambio_Numero_Predial;Mejora a Posesión;1;1;2;A;5;0;NO ESTA;731680003000000010053500000001;ACTIVO;NO ESTA;731680003000000010053500000001
7316862056;Informal;44896;Posesion;73168000300000001A365200000000;73168000300000001A365200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010053000000000
7316862164;Formal;48645;Dominio;731680003000000010151000000000;731680003000000010151000000000;Ninguna;;1;1;0;0;0;0;731680003000000010151000000000;731680003000000010151000000000;ACTIVO;48645;731680003000000010151000000000
7316862038;Formal;48435;Dominio;731680003000000010143000000000;731680003000000010143000000000;Ninguna;;1;1;0;0;0;0;731680003000000010143000000000;731680003000000010143000000000;ACTIVO;48435;731680003000000010143000000000
7316862173;Formal;51643;Dominio;731680003000000010139000000000;731680003000000010139000000000;Ninguna;;1;1;0;0;0;0;731680003000000010139000000000;731680003000000010139000000000;ACTIVO;51643;731680003000000010139000000000
7316862186;Informal;48279;Posesion;73168000300000001A362200000000;73168000300000001A362200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010138000000000
7316862172;Informal;48279;Posesion;73168000300000001A361200000000;73168000300000001A361200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010138000000000
7316822878;Formal;48279;Dominio;731680003000000010138000000000;731680003000000010138000000000;Ninguna;;1;1;0;0;0;0;731680003000000010138000000000;731680003000000010138000000000;ACTIVO;48279;731680003000000010138000000000
7316862187;Informal;48279;Posesion;73168000300000001A360200000000;73168000300000001A360200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010138000000000
7316862168;Formal;47641;Dominio;731680003000000010152000000000;731680003000000010152000000000;Ninguna;;1;1;0;0;0;0;731680003000000010152000000000;731680003000000010152000000000;ACTIVO;47641;731680003000000010152000000000
7316822877;Formal;51655;Dominio;731680003000000010137000000000;731680003000000010137000000000;Ninguna;;1;1;0;0;0;0;731680003000000010137000000000;731680003000000010137000000000;ACTIVO;51655;731680003000000010137000000000
7316862154;Formal;52794;Dominio;731680003000000010127000000000;731680003000000010127000000000;Ninguna;;1;1;0;0;0;0;731680003000000010127000000000;731680003000000010127000000000;ACTIVO;52794;731680003000000010127000000000
7316815892;Formal;45319;Dominio;731680003000000010068000000000;731680003000000010068000000000;Ninguna;;1;1;0;0;0;0;731680003000000010068000000000;731680003000000010068000000000;ACTIVO;45319;731680003000000010068000000000
7316862184;Informal;42615;Posesion;73168000300000001A545200000000;73168000300000001A545200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010041000000000
7316862176;Formal;42759;Dominio;731680003000000010166000000000;731680003000000010166000000000;Ninguna;;1;1;0;0;0;0;731680003000000010166000000000;731680003000000010166000000000;ACTIVO;42759;731680003000000010166000000000
7316815474;Informal;42885;Posesion;73168000300000001A551200000000;73168000300000001A551200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010071000000000
7316862175;Formal;42868;Dominio;731680003000000010058000000000;731680003000000010058000000000;Ninguna;;1;1;0;0;0;0;731680003000000010058000000000;731680003000000010058000000000;ACTIVO;42868;731680003000000010058000000000
7316863013;Informal;32201;Posesion;73168000300000001A306200000000;73168000300000001A306200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862037;Informal;32201;Posesion;73168000300000001A305200000000;73168000300000001A305200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863071;Informal;43871;Posesion;73168000300000001A034200000000;73168000300000001A034200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862068;Informal;32201;Posesion;73168000300000001A304200000000;73168000300000001A304200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862019;Informal;32201;Posesion;73168000300000001A303200000000;73168000300000001A303200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862062;Informal;32201;Posesion;73168000300000001A302200000000;73168000300000001A302200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316815390;Formal;43334;Dominio;731680003000000010039000000000;731680003000000010039000000000;Ninguna;;1;1;0;0;0;0;731680003000000010039000000000;731680003000000010039000000000;ACTIVO;43,334;731680003000000010039000000000
7316862185;Formal;58878;Dominio;731680003000000010169000000000;731680003000000010169000000000;Ninguna;;1;1;0;0;0;0;731680003000000010169000000000;731680003000000010169000000000;ACTIVO;58878;731680003000000010169000000000
7316862064;Informal;32201;Posesion;73168000300000001A301200000000;73168000300000001A301200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862039;Informal;32201;Posesion;73168000300000001A300200000000;73168000300000001A300200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862076;Informal;32201;Posesion;73168000300000001A299200000000;73168000300000001A299200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862060;Informal;32201;Posesion;73168000300000001A298200000000;73168000300000001A298200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862027;Informal;32201;Posesion;73168000300000001A297200000000;73168000300000001A297200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862036;Informal;32201;Posesion;73168000300000001A296200000000;73168000300000001A296200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862051;Informal;32201;Posesion;73168000300000001A295200000000;73168000300000001A295200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862022;Informal;32201;Posesion;73168000300000001A294200000000;73168000300000001A294200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862073;Informal;32201;Posesion;73168000300000001A293200000000;73168000300000001A293200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862072;Informal;32201;Posesion;73168000300000001A292200000000;73168000300000001A292200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862042;Informal;32201;Posesion;73168000300000001A291200000000;73168000300000001A291200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863020;Informal;32201;Posesion;73168000300000001A290200000000;73168000300000001A290200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862034;Informal;32201;Posesion;73168000300000001A289200000000;73168000300000001A289200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862033;Informal;32201;Posesion;73168000300000001A288200000000;73168000300000001A288200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862061;Informal;32201;Posesion;73168000300000001A287200000000;73168000300000001A287200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862059;Informal;32201;Posesion;73168000300000001A286200000000;73168000300000001A286200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862055;Informal;32201;Posesion;73168000300000001A285200000000;73168000300000001A285200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862032;Informal;32201;Posesion;73168000300000001A284200000000;73168000300000001A284200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862028;Informal;32201;Posesion;73168000300000001A283200000000;73168000300000001A283200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862026;Informal;32201;Posesion;73168000300000001A282200000000;73168000300000001A282200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862074;Informal;32201;Posesion;73168000300000001A281200000000;73168000300000001A281200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862024;Informal;32201;Posesion;73168000300000001A280200000000;73168000300000001A280200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862029;Informal;32201;Posesion;73168000300000001A279200000000;73168000300000001A279200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862023;Informal;32201;Posesion;73168000300000001A278200000000;73168000300000001A278200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862021;Informal;32201;Posesion;73168000300000001A277200000000;73168000300000001A277200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862049;Informal;32201;Posesion;73168000300000001A276200000000;73168000300000001A276200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862025;Informal;32201;Posesion;73168000300000001A275200000000;73168000300000001A275200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862067;Informal;32201;Posesion;73168000300000001A274200000000;73168000300000001A274200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316863080;Informal;43871;Posesion;73168000300000001A033200000000;73168000300000001A033200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862063;Informal;32201;Posesion;73168000300000001A273200000000;73168000300000001A273200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862035;Informal;32201;Posesion;73168000300000001A272200000000;73168000300000001A272200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862065;Informal;32201;Posesion;73168000300000001A271200000000;73168000300000001A271200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862040;Informal;32201;Posesion;73168000300000001A270200000000;73168000300000001A270200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862052;Informal;32201;Posesion;73168000300000001A269200000000;73168000300000001A269200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862030;Informal;32201;Posesion;73168000300000001A268200000000;73168000300000001A268200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862075;Informal;32201;Posesion;73168000300000001A267200000000;73168000300000001A267200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862071;Informal;32201;Posesion;73168000300000001A266200000000;73168000300000001A266200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316813790;Informal;42615;Posesion;73168000300000001A544200000000;73168000300000001A544200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010041000000000
7316862179;Informal;42615;Posesion;73168000300000001A543200000000;73168000300000001A543200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010041000000000
7316862188;Informal;42615;Posesion;73168000300000001A542200000000;73168000300000001A542200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010041000000000
7316862178;Informal;42615;Posesion;73168000300000001A541200000000;73168000300000001A541200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010041000000000
7316862180;Informal;42615;Posesion;73168000300000001A540200000000;73168000300000001A540200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010041000000000
7316810692;Formal;42007;Dominio;731680003000000010061000000000;731680003000000010061000000000;Ninguna;;1;1;0;0;0;0;731680003000000010061000000000;731680003000000010061000000000;ACTIVO;42007;731680003000000010061000000000
7316862156;Informal;51837;Posesion;73168000300000001A607200000000;73168000300000001A607200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862157;Informal;51837;Posesion;73168000300000001A606200000000;73168000300000001A606200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862155;Formal;51837;Dominio;73168000300000001A605000000000;731680003000000010025000000000;Desenglobe;Predio formal no inscrito en la base de datos catastral;1;8;0;A;0;0;NO ESTA;731680003000000010025000000000;ACTIVO;NO ESTA;731680003000000010025000000000
7316862167;Informal;48461;Posesion;73168000300000001A054200000000;73168000300000001A054200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010038000000000
7316803037;Formal;56428;Dominio;73168000300000001A049000000000;731680003000000010025000000000;Desenglobe;Predio formal no inscrito en la base de datos catastral;1;8;0;A;0;0;NO ESTA;731680003000000010025000000000;ACTIVO;NO ESTA;731680003000000010025000000000
7316862166;Informal;43972;Posesion;73168000300000001A048200000000;73168000300000001A048200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010038000000000
7316862171;Informal;43972;Posesion;73168000300000001A047200000000;73168000300000001A047200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010038000000000
7316862162;Informal;43972;Posesion;73168000300000001A046200000000;73168000300000001A046200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010038000000000
7316862031;Informal;32201;Posesion;73168000300000001A265200000000;73168000300000001A265200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316822875;Formal;52890;Dominio;731680003000000010135000000000;731680003000000010135000000000;Ninguna;;1;1;0;0;0;0;731680003000000010135000000000;731680003000000010135000000000;ACTIVO;52890;731680003000000010135000000000
7316822868;Formal;48500;Dominio;731680003000000010128000000000;731680003000000010128000000000;Ninguna;;1;1;0;0;0;0;731680003000000010128000000000;731680003000000010128000000000;ACTIVO;48500;731680003000000010128000000000
7316862077;Formal;45691;Dominio;731680003000000010070000000000;731680003000000010070000000000;Ninguna;;1;1;0;0;0;0;731680003000000010070000000000;731680003000000010070000000000;ACTIVO;45691;731680003000000010070000000000
7316862093;Informal;41702;Posesion;73168000300000001A405200000000;73168000300000001A405200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010052000000000
7316862124;Informal;41133;Posesion;73168000300000001A524200000000;73168000300000001A524200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010063000000000
7316862095;Informal;41702;Posesion;73168000300000001A404200000000;73168000300000001A404200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010052000000000
7316862107;Informal;41702;Posesion;73168000300000001A403200000000;73168000300000001A403200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010052000000000
7316862125;Informal;41133;Posesion;73168000300000001A523200000000;73168000300000001A523200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010063000000000
7316862097;Informal;41702;Posesion;73168000300000001A402200000000;73168000300000001A402200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010052000000000
7316862133;Informal;41133;Posesion;73168000300000001A522200000000;73168000300000001A522200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010063000000000
7316862078;Informal;32201;Posesion;73168000300000001A264200000000;73168000300000001A264200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316862084;Informal;32201;Posesion;73168000300000001A263200000000;73168000300000001A263200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010025000000000
7316813288;Formal;45273;Dominio;731680003000000010047000000000;731680003000000010047000000000;Ninguna;;1;1;0;0;0;0;731680003000000010047000000000;731680003000000010047000000000;ACTIVO;45273;731680003000000010047000000000
7316862096;Informal;41702;Posesion;73168000300000001A401200000000;73168000300000001A401200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010052000000000
7316862104;Informal;41702;Posesion;73168000300000001A400200000000;73168000300000001A400200000000;Predio_Nuevo;Predio informal evidenciado en campo;1;1;2;A;2;A;NO ESTA;NO ESTA;ACTIVO;NO ESTA;731680003000000010052000000000
